source,channel,arm,family,metric,excl_fail,slope,ci_lo,ci_hi,p_boot_le0,rho,rho_items_mean,frac_monotone,r_within,swing_frac,n_items,n_cells,log_y_used,subset
emote,brow_outer,clean,rate,m.amp,False,-0.56405,-1.4253,0.053517,0.934,-0.54554,,,-0.58036,0.038429,8,4,True,lang:jp (descriptive)
emote,brow_outer,noise,span,m.amp,False,0.061696,0.021801,0.10696,0,0.38222,0.325,0,0.39273,0.079107,60,12,True,all
emote,brow_outer,noise,span,m.amp,True,0.062561,0.021372,0.10801,0,0.3878,0.36667,0,0.3931,0.079107,58,12,True,excl_fail
emote,brow_outer,noise,span,m.amp,False,0.1031,0.011589,0.17561,0.01,0.56462,0.42,0,0.55889,0.15114,25,5,True,lang:cn (descriptive)
emote,brow_outer,noise,span,m.amp,False,0.060201,0.0026161,0.15176,0,0.35357,0.2,0,0.30996,0.047251,15,3,True,lang:en (descriptive)
emote,brow_outer,noise,span,m.amp,False,0.020694,0.0057294,0.044755,0,0.17895,0.3,0,0.29706,0.060117,20,4,True,lang:jp (descriptive)
emote,brow_outer,noise,span_pyin,m.amp,False,0.032726,0.012208,0.11867,0,0.39089,0.35,0,0.28406,0.079107,60,12,True,all
emote,brow_outer,noise,span_pyin,m.amp,True,0.032746,0.011872,0.12249,0,0.3878,0.36667,0,0.28243,0.079107,58,12,True,excl_fail
emote,brow_outer,noise,span_pyin,m.amp,False,0.12366,0.0093755,0.21098,0.011,0.53846,0.42,0,0.55072,0.15114,25,5,True,lang:cn (descriptive)
emote,brow_outer,noise,span_pyin,m.amp,False,0.018187,0.0072993,0.17726,0,0.38929,0.3,0,0.19892,0.047251,15,3,True,lang:en (descriptive)
emote,brow_outer,noise,span_pyin,m.amp,False,0.021679,0.0054687,0.04532,0,0.21504,0.3,0,0.30672,0.060117,20,4,True,lang:jp (descriptive)
emote,brow_outer,noise,dyn,m.amp,False,0.023338,-0.04452,0.093575,0.2585,0.28114,0.083333,0.41667,0.183,0.051402,36,12,True,all
emote,brow_outer,noise,dyn,m.amp,False,0.031515,-0.017238,0.080491,0.1,0.45714,0.3,0.6,0.46273,0.029831,15,5,True,lang:cn (descriptive)
emote,brow_outer,noise,dyn,m.amp,False,0.11736,-0.0097761,0.30175,0.046,0.71667,0.33333,0.33333,0.64616,0.051238,9,3,True,lang:en (descriptive)
emote,brow_outer,noise,dyn,m.amp,False,-0.058828,-0.16665,0.047048,0.877,-0.15385,-0.375,0.25,-0.43273,0.083683,12,4,True,lang:jp (descriptive)
emote,brow_outer,noise,combined,m.amp,False,0.021783,-0.0067484,0.052947,0.0755,0.23907,0.33333,0.41667,0.29976,0.092239,36,12,True,all
emote,brow_outer,noise,combined,m.amp,True,0.024339,-0.0062039,0.057314,0.0635,0.28933,0.40909,0.45455,0.32483,0.092239,35,12,True,excl_fail
emote,brow_outer,noise,combined,m.amp,False,0.041937,-0.007247,0.09082,0.059,0.47246,0.4,0.4,0.5193,0.081736,15,5,True,lang:cn (descriptive)
emote,brow_outer,noise,combined,m.amp,False,0.018423,-0.010787,0.055192,0.158,0.21082,0.33333,0.33333,0.25576,0.027735,9,3,True,lang:en (descriptive)
emote,brow_outer,noise,combined,m.amp,False,-0.00089108,-0.050539,0.048757,0.55,0,0.25,0.5,-0.014459,0.1185,12,4,True,lang:jp (descriptive)
emote,brow_outer,noise,register,m.amp,False,0.0033071,-0.0064622,0.013164,0.2585,-0.039897,0.083333,0.16667,0.094577,0.050744,36,12,True,all
emote,brow_outer,noise,register,m.amp,False,0.0095191,-0.0043447,0.024463,0.113,0.032143,0.3,0.2,0.195,0.042071,15,5,True,lang:cn (descriptive)
emote,brow_outer,noise,register,m.amp,False,0.0033804,-0.010654,0.017168,0.343,0.16667,0.16667,0,0.1987,0.059416,9,3,True,lang:en (descriptive)
emote,brow_outer,noise,register,m.amp,False,-0.004457,-0.023527,0.016855,0.634,-0.020979,-0.25,0.25,-0.20532,0.073399,12,4,True,lang:jp (descriptive)
emote,brow_outer,noise,rate,m.amp,False,0.036695,-0.65107,0.79325,0.467,0,,,0.028907,0.090862,24,12,True,all
emote,brow_outer,noise,rate,m.amp,False,-0.23702,-1.1316,0.65759,0.673,-0.24371,,,-0.21829,0.12655,10,5,True,lang:cn (descriptive)
emote,brow_outer,noise,rate,m.amp,False,1.4012,-0.062741,2.3132,0.038,0.68313,,,0.80147,0.22848,6,3,True,lang:en (descriptive)
emote,brow_outer,noise,rate,m.amp,False,-0.64451,-1.5452,0.028573,0.959,-0.76376,,,-0.62355,0.042898,8,4,True,lang:jp (descriptive)
emote,lid_upper,clean,span,m.amp,False,-0.015415,-0.058101,0.029595,0.758,-0.16932,-0.175,0,-0.12691,0.12323,60,12,True,all
emote,lid_upper,clean,span,m.amp,True,-0.020522,-0.063961,0.025056,0.812,-0.23861,-0.21667,0,-0.17127,0.10921,58,12,True,excl_fail
emote,lid_upper,clean,span,m.amp,False,-0.013981,-0.10865,0.073951,0.625,-0.11923,3.3307e-17,0,-0.11702,0.12181,25,5,True,lang:cn (descriptive)
emote,lid_upper,clean,span,m.amp,False,-0.018951,-0.064056,0.0070839,0.858,-0.23214,-0.3,0,-0.12194,0.16281,15,3,True,lang:en (descriptive)
emote,lid_upper,clean,span,m.amp,False,-0.014085,-0.07903,0.04656,0.642,-0.23308,-0.3,0,-0.15922,0.09271,20,4,True,lang:jp (descriptive)
emote,lid_upper,clean,span,m.vel_rms,False,0.012536,-0.020684,0.037791,0.202,0.2264,0.16667,0.083333,0.17063,0.055544,60,12,True,all
emote,lid_upper,clean,span,m.vel_rms,True,0.0088728,-0.023554,0.034532,0.272,0.18989,0.175,0.083333,0.12618,0.043656,58,12,True,excl_fail
emote,lid_upper,clean,span,m.event_rate,False,-0.058183,-0.25599,0.11839,0.7175,-0.087837,-0.16757,0,-0.11906,0.25,60,12,False,all
emote,lid_upper,clean,span,m.event_rate,True,-0.059777,-0.26044,0.12148,0.7175,-0.091749,-0.16757,0,-0.12068,0.25,58,12,False,excl_fail
emote,lid_upper,clean,span_pyin,m.amp,False,-0.0042249,-0.042307,0.033641,0.6615,-0.078022,-0.11667,0,-0.047428,0.12323,60,12,True,all
emote,lid_upper,clean,span_pyin,m.amp,True,-0.006722,-0.047851,0.028563,0.7485,-0.1315,-0.21667,0,-0.077003,0.10921,58,12,True,excl_fail
emote,lid_upper,clean,span_pyin,m.amp,False,-5.0738e-05,-0.1436,0.086645,0.534,-0.027692,3.3307e-17,0,-0.00034891,0.12181,25,5,True,lang:cn (descriptive)
emote,lid_upper,clean,span_pyin,m.amp,False,-0.0023337,-0.012107,0.089872,0.644,-0.085714,-0.066667,0,-0.031898,0.16281,15,3,True,lang:en (descriptive)
emote,lid_upper,clean,span_pyin,m.amp,False,-0.014116,-0.08064,0.048114,0.642,-0.23759,-0.3,0,-0.15728,0.09271,20,4,True,lang:jp (descriptive)
emote,lid_upper,clean,span_pyin,m.vel_rms,False,0.0045925,-0.02008,0.042372,0.2645,0.19778,0.20833,0.083333,0.085238,0.055544,60,12,True,all
emote,lid_upper,clean,span_pyin,m.vel_rms,True,0.0025941,-0.024138,0.036668,0.3505,0.15107,0.175,0.083333,0.050637,0.043656,58,12,True,excl_fail
emote,lid_upper,clean,span_pyin,m.event_rate,False,-0.03563,-0.26301,0.06361,0.7775,-0.11637,-0.16757,0,-0.099419,0.25,60,12,False,all
emote,lid_upper,clean,span_pyin,m.event_rate,True,-0.036128,-0.27196,0.066961,0.7775,-0.11767,-0.16757,0,-0.10011,0.25,58,12,False,excl_fail
emote,lid_upper,clean,dyn,m.amp,False,0.079156,0.017401,0.14044,0.0055,0.58403,0.375,0.41667,0.53948,0.077697,36,12,True,all
emote,lid_upper,clean,dyn,m.amp,False,0.024042,-0.083012,0.14861,0.354,0.16786,-0.2,0.2,0.16422,0.07024,15,5,True,lang:cn (descriptive)
emote,lid_upper,clean,dyn,m.amp,False,0.1791,0.10272,0.22873,0,0.96667,0.83333,0.66667,0.92354,0.15987,9,3,True,lang:en (descriptive)
emote,lid_upper,clean,dyn,m.amp,False,0.073935,0.032025,0.11359,0,0.81818,0.75,0.5,0.76263,0.063685,12,4,True,lang:jp (descriptive)
emote,lid_upper,clean,dyn,m.vel_rms,False,0.066814,0.030445,0.11101,0,0.80286,0.70833,0.58333,0.6611,0.039742,36,12,True,all
emote,lid_upper,clean,dyn,m.event_rate,False,0.036493,-0.17039,0.21742,0.349,0.14603,,0,0.073019,0.16667,36,12,False,all
emote,lid_upper,clean,combined,m.amp,False,0.016024,-0.014299,0.044899,0.142,0.21942,0.125,0.25,0.22585,0.1283,36,12,True,all
emote,lid_upper,clean,combined,m.amp,True,0.010262,-0.020182,0.039624,0.2475,0.15172,0.090909,0.27273,0.15017,0.1162,35,12,True,excl_fail
emote,lid_upper,clean,combined,m.amp,False,-0.01969,-0.063283,0.034786,0.783,-0.35907,-0.4,0.2,-0.26872,0.13445,15,5,True,lang:cn (descriptive)
emote,lid_upper,clean,combined,m.amp,False,0.047093,0.013587,0.0713,0,0.47434,0.5,0,0.55599,0.17909,9,3,True,lang:en (descriptive)
emote,lid_upper,clean,combined,m.amp,False,0.037365,0.0091954,0.06291,0.004,0.68001,0.5,0.5,0.6811,0.10008,12,4,True,lang:jp (descriptive)
emote,lid_upper,clean,combined,m.vel_rms,False,0.029734,0.012812,0.048496,0,0.60586,0.41667,0.5,0.63551,0.062252,36,12,True,all
emote,lid_upper,clean,combined,m.vel_rms,True,0.02937,0.01064,0.049372,0.0005,0.5716,0.40909,0.54545,0.61884,0.05547,35,12,True,excl_fail
emote,lid_upper,clean,combined,m.event_rate,False,0.094312,0.028134,0.17033,0.0005,0.39892,0.51226,0.125,0.33371,0.25,36,12,False,all
emote,lid_upper,clean,combined,m.event_rate,True,0.1006,0.03085,0.1786,0.0005,0.41055,0.51226,0.125,0.34465,0.25,35,12,False,excl_fail
emote,lid_upper,clean,register,m.amp,False,0.0010561,-0.014311,0.017121,0.438,0.17323,0,0.25,0.030022,0.1277,36,12,True,all
emote,lid_upper,clean,register,m.amp,False,0.011574,-9.664e-05,0.02379,0.026,0.475,0.4,0.2,0.37113,0.12254,15,5,True,lang:cn (descriptive)
emote,lid_upper,clean,register,m.amp,False,-0.017841,-0.049761,0.045124,0.746,-0.083333,-0.33333,0.33333,-0.35108,0.17877,9,3,True,lang:en (descriptive)
emote,lid_upper,clean,register,m.amp,False,0.0019462,-0.0093666,0.021562,0.351,0.11189,-0.25,0.25,0.081246,0.090558,12,4,True,lang:jp (descriptive)
emote,lid_upper,clean,register,m.vel_rms,False,0.0058547,-0.0044448,0.01669,0.1275,0.15135,0.083333,0.33333,0.29685,0.040096,36,12,True,all
emote,lid_upper,clean,register,m.event_rate,False,0.011005,-0.047681,0.069414,0.3465,0.16607,0.20425,0.25,0.081202,0.27273,36,12,False,all
emote,lid_upper,clean,rate,m.amp,False,-0.29577,-0.72932,0.28305,0.873,-0.49358,,,-0.3056,0.067076,24,12,True,all
emote,lid_upper,clean,rate,m.amp,False,0.19257,-0.6995,1.2215,0.387,0.034816,,,0.15754,0.062542,10,5,True,lang:cn (descriptive)
emote,lid_upper,clean,rate,m.amp,False,-0.48021,-1.0683,-0.16982,1,-0.87831,,,-0.75577,0.021106,6,3,True,lang:en (descriptive)
emote,lid_upper,clean,rate,m.amp,False,-0.76788,-0.9623,-0.55082,1,-0.87287,,,-0.96014,0.079876,8,4,True,lang:jp (descriptive)
emote,lid_upper,clean,rate,m.vel_rms,False,0.17229,-0.25876,0.58866,0.2075,0.25281,,,0.22173,0.062212,24,12,True,all
emote,lid_upper,clean,rate,m.event_rate,False,-1.8792,-4.8998,0.95095,0.9075,-0.20834,,,-0.33959,0,24,12,False,all
emote,lid_upper,noise,span,m.amp,False,-0.0084979,-0.048004,0.035795,0.6625,-0.13204,-0.175,0,-0.070156,0.11373,60,12,True,all
emote,lid_upper,noise,span,m.amp,True,-0.011438,-0.051526,0.034659,0.7055,-0.16257,-0.20833,0,-0.094992,0.11364,58,12,True,excl_fail
emote,lid_upper,noise,span,m.amp,False,-0.0049301,-0.091057,0.083358,0.567,-0.060769,-0.1,0,-0.037449,0.13356,25,5,True,lang:cn (descriptive)
emote,lid_upper,noise,span,m.amp,False,-0.014298,-0.052869,0.0034256,0.756,-0.10357,-0.23333,0,-0.10565,0.11236,15,3,True,lang:en (descriptive)
emote,lid_upper,noise,span,m.amp,False,-0.0075527,-0.072498,0.055711,0.643,-0.14286,-0.225,0,-0.079236,0.11241,20,4,True,lang:jp (descriptive)
emote,lid_upper,noise,span,m.vel_rms,False,0.010302,-0.023908,0.036528,0.245,0.20089,0.21667,0,0.13854,0.055684,60,12,True,all
emote,lid_upper,noise,span,m.vel_rms,True,0.0070496,-0.025367,0.03282,0.308,0.1774,0.24167,0.083333,0.097542,0.053262,58,12,True,excl_fail
emote,lid_upper,noise,span,m.event_rate,False,-0.0061355,-0.22155,0.21293,0.524,-0.082925,-0.15227,0,-0.0099775,0.25,60,12,False,all
emote,lid_upper,noise,span,m.event_rate,True,-0.0063035,-0.22354,0.22166,0.524,-0.087378,-0.15227,0,-0.010113,0.25,58,12,False,excl_fail
emote,lid_upper,noise,span_pyin,m.amp,False,-0.0023784,-0.032571,0.038962,0.599,-0.050292,-0.11667,0,-0.026775,0.11373,60,12,True,all
emote,lid_upper,noise,span_pyin,m.amp,True,-0.003906,-0.037721,0.036404,0.6545,-0.078655,-0.20833,0,-0.044527,0.11364,58,12,True,excl_fail
emote,lid_upper,noise,span_pyin,m.amp,False,0.012994,-0.1176,0.095411,0.429,0.05,-0.1,0,0.081097,0.13356,25,5,True,lang:cn (descriptive)
emote,lid_upper,noise,span_pyin,m.amp,False,-0.004022,-0.006253,0.059178,0.756,-0.078571,0,0,-0.063126,0.11236,15,3,True,lang:en (descriptive)
emote,lid_upper,noise,span_pyin,m.amp,False,-0.0072326,-0.074498,0.057422,0.595,-0.14737,-0.225,0,-0.074788,0.11241,20,4,True,lang:jp (descriptive)
emote,lid_upper,noise,span_pyin,m.vel_rms,False,0.0015832,-0.023334,0.037437,0.3985,0.14521,0.24167,0.083333,0.029032,0.055684,60,12,True,all
emote,lid_upper,noise,span_pyin,m.vel_rms,True,-0.00023752,-0.028386,0.032878,0.4765,0.10868,0.24167,0.083333,-0.0045111,0.053262,58,12,True,excl_fail
emote,lid_upper,noise,span_pyin,m.event_rate,False,-0.016837,-0.22207,0.13362,0.6215,-0.10655,-0.15227,0,-0.037336,0.25,60,12,False,all
emote,lid_upper,noise,span_pyin,m.event_rate,True,-0.017072,-0.22772,0.139,0.6215,-0.10888,-0.15227,0,-0.037596,0.25,58,12,False,excl_fail
emote,lid_upper,noise,dyn,m.amp,False,0.067962,0.0020943,0.12959,0.021,0.52996,0.41667,0.5,0.47709,0.094479,36,12,True,all
emote,lid_upper,noise,dyn,m.amp,False,-0.00066543,-0.11226,0.11782,0.569,0.092857,-0.2,0.2,-0.0046456,0.09539,15,5,True,lang:cn (descriptive)
emote,lid_upper,noise,dyn,m.amp,False,0.16059,0.049964,0.2188,0,0.98333,0.83333,0.66667,0.9062,0.14734,9,3,True,lang:en (descriptive)
emote,lid_upper,noise,dyn,m.amp,False,0.085704,0.043136,0.13437,0,0.83217,0.875,0.75,0.79799,0.069388,12,4,True,lang:jp (descriptive)
emote,lid_upper,noise,dyn,m.vel_rms,False,0.060077,0.022479,0.10334,0.0005,0.67671,0.45833,0.58333,0.63464,0.040299,36,12,True,all
emote,lid_upper,noise,dyn,m.event_rate,False,0.06475,-0.074377,0.20142,0.175,0.20108,0.24744,0,0.13521,0.2,36,12,False,all
emote,lid_upper,noise,combined,m.amp,False,0.014949,-0.016631,0.045707,0.178,0.21942,0.25,0.25,0.20144,0.14796,36,12,True,all
emote,lid_upper,noise,combined,m.amp,True,0.0094939,-0.023792,0.04177,0.278,0.16407,0.22727,0.27273,0.13103,0.1083,35,12,True,excl_fail
emote,lid_upper,noise,combined,m.amp,False,-0.019046,-0.071974,0.040063,0.764,-0.24568,-0.1,0.2,-0.24702,0.1621,15,5,True,lang:cn (descriptive)
emote,lid_upper,noise,combined,m.amp,False,0.036829,0.0063597,0.063759,0,0.42164,0.5,0,0.4265,0.17683,9,3,True,lang:en (descriptive)
emote,lid_upper,noise,combined,m.amp,False,0.041035,0.012302,0.064781,0.004,0.68001,0.5,0.5,0.69378,0.10542,12,4,True,lang:jp (descriptive)
emote,lid_upper,noise,combined,m.vel_rms,False,0.027883,0.010251,0.047195,0,0.58621,0.41667,0.41667,0.60634,0.048829,36,12,True,all
emote,lid_upper,noise,combined,m.vel_rms,True,0.028436,0.0093924,0.049484,0.0005,0.55395,0.40909,0.45455,0.60216,0.048829,35,12,True,excl_fail
emote,lid_upper,noise,combined,m.event_rate,False,0.051055,-0.015656,0.12663,0.069,0.23155,0.30801,0,0.1743,0.25,36,12,False,all
emote,lid_upper,noise,combined,m.event_rate,True,0.054458,-0.015966,0.13262,0.069,0.23959,0.30801,0,0.18002,0.25,35,12,False,excl_fail
emote,lid_upper,noise,register,m.amp,False,0.0010827,-0.014234,0.016766,0.4215,0.16319,0.083333,0.33333,0.030764,0.10965,36,12,True,all
emote,lid_upper,noise,register,m.amp,False,0.010235,-0.00089844,0.021353,0.042,0.36429,0.3,0.4,0.31196,0.095369,15,5,True,lang:cn (descriptive)
emote,lid_upper,noise,register,m.amp,False,-0.017416,-0.05766,0.044123,0.746,0.016667,-0.33333,0.33333,-0.3466,0.19159,9,3,True,lang:en (descriptive)
emote,lid_upper,noise,register,m.amp,False,0.0033731,-0.0079272,0.02049,0.348,0.21678,0.125,0.25,0.15222,0.085706,12,4,True,lang:jp (descriptive)
emote,lid_upper,noise,register,m.vel_rms,False,0.0057601,-0.0035077,0.015615,0.1125,0.18842,0.125,0.33333,0.31145,0.054792,36,12,True,all
emote,lid_upper,noise,register,m.event_rate,False,-0.01328,-0.067562,0.038208,0.6895,0.057486,0.096225,0,-0.091037,0.33333,36,12,False,all
emote,lid_upper,noise,rate,m.amp,False,-0.24806,-0.68665,0.36698,0.8265,-0.48154,,,-0.24924,0.06944,24,12,True,all
emote,lid_upper,noise,rate,m.amp,False,0.19116,-0.77251,1.3765,0.402,-0.034816,,,0.14296,0.091966,10,5,True,lang:cn (descriptive)
emote,lid_upper,noise,rate,m.amp,False,-0.32501,-0.6538,-0.12603,1,-0.87831,,,-0.8113,0.020356,6,3,True,lang:en (descriptive)
emote,lid_upper,noise,rate,m.amp,False,-0.73939,-0.99007,-0.4642,1,-0.87287,,,-0.94189,0.077317,8,4,True,lang:jp (descriptive)
emote,lid_upper,noise,rate,m.vel_rms,False,0.24014,-0.22704,0.71693,0.1515,0.24077,,,0.27755,0.06263,24,12,True,all
emote,lid_upper,noise,rate,m.event_rate,False,-2.0118,-5.0322,0.77537,0.9185,-0.23116,,,-0.35649,0.2,24,12,False,all
emote,jaw,clean,span,m.amp,False,0.030842,-0.0076435,0.071802,0.073,0.28136,0.15833,0.083333,0.28225,0.086459,60,12,True,all
emote,jaw,clean,span,m.amp,True,0.030017,-0.0086026,0.072544,0.081,0.26113,0.14167,0.083333,0.27699,0.086459,58,12,True,excl_fail
emote,jaw,clean,span,m.amp,False,0.026377,-0.026215,0.096266,0.144,0.15923,0.18,0.2,0.22299,0.11665,25,5,True,lang:cn (descriptive)
emote,jaw,clean,span,m.amp,False,-0.0083159,-0.060769,0.071569,0.624,0.014286,-0.3,0,-0.098874,0.083396,15,3,True,lang:en (descriptive)
emote,jaw,clean,span,m.amp,False,0.06631,-0.0053138,0.13338,0.031,0.62105,0.475,0,0.56667,0.081586,20,4,True,lang:jp (descriptive)
emote,jaw,clean,span,m.vel_rms,False,0.030342,0.003074,0.061296,0.012,0.30097,0.225,0,0.32864,0.095062,60,12,True,all
emote,jaw,clean,span,m.vel_rms,True,0.029566,0.0020265,0.061296,0.0175,0.28383,0.2,0,0.31924,0.095062,58,12,True,excl_fail
emote,jaw,clean,span,m.event_rate,False,0.19415,0.029876,0.38263,0.0085,0.35183,0.43729,0,0.35808,0.21429,60,12,False,all
emote,jaw,clean,span,m.event_rate,True,0.19947,0.031377,0.39347,0.0085,0.35112,0.43729,0,0.36295,0.21429,58,12,False,excl_fail
emote,jaw,clean,span_pyin,m.amp,False,0.0078601,-0.01123,0.076583,0.268,0.21645,0.125,0.083333,0.098086,0.086459,60,12,True,all
emote,jaw,clean,span_pyin,m.amp,True,0.0072049,-0.012233,0.077143,0.283,0.20656,0.14167,0.083333,0.091256,0.086459,58,12,True,excl_fail
emote,jaw,clean,span_pyin,m.amp,False,0.028772,-0.034547,0.11532,0.207,0.18769,0.18,0.2,0.19984,0.11665,25,5,True,lang:cn (descriptive)
emote,jaw,clean,span_pyin,m.amp,False,-0.012886,-0.07021,0.065886,0.954,-0.19286,-0.43333,0,-0.32546,0.083396,15,3,True,lang:en (descriptive)
emote,jaw,clean,span_pyin,m.amp,False,0.069145,-0.0022707,0.13251,0.031,0.63459,0.475,0,0.58241,0.081586,20,4,True,lang:jp (descriptive)
emote,jaw,clean,span_pyin,m.vel_rms,False,0.010877,-0.0019316,0.061904,0.066,0.30553,0.225,0,0.16066,0.095062,60,12,True,all
emote,jaw,clean,span_pyin,m.vel_rms,True,0.010241,-0.0025001,0.0621,0.0805,0.29798,0.2,0,0.15177,0.095062,58,12,True,excl_fail
emote,jaw,clean,span_pyin,m.event_rate,False,0.084968,0.010879,0.39352,0.008,0.32315,0.43729,0,0.21369,0.21429,60,12,False,all
emote,jaw,clean,span_pyin,m.event_rate,True,0.086156,0.010906,0.41153,0.008,0.32687,0.43729,0,0.21518,0.21429,58,12,False,excl_fail
emote,jaw,clean,dyn,m.amp,False,0.0579,-0.0065609,0.12184,0.04,0.51271,0.45833,0.58333,0.45209,0.04871,36,12,True,all
emote,jaw,clean,dyn,m.amp,False,0.063328,-0.011401,0.15764,0.073,0.44286,0.2,0.4,0.52357,0.028789,15,5,True,lang:cn (descriptive)
emote,jaw,clean,dyn,m.amp,False,0.051408,0.010657,0.10808,0,0.65,0.83333,0.66667,0.72904,0.029231,9,3,True,lang:en (descriptive)
emote,jaw,clean,dyn,m.amp,False,0.055861,-0.11242,0.17921,0.231,0.62937,0.5,0.75,0.33751,0.12979,12,4,True,lang:jp (descriptive)
emote,jaw,clean,dyn,m.vel_rms,False,0.044365,-0.003665,0.097499,0.038,0.41475,0.375,0.58333,0.43149,0.06084,36,12,True,all
emote,jaw,clean,dyn,m.event_rate,False,0.17573,-0.11733,0.48823,0.1185,0.32669,0.57321,0.4,0.29538,0,36,12,False,all
emote,jaw,clean,combined,m.amp,False,0.01992,-0.009754,0.054017,0.0965,0.22597,0.20833,0.33333,0.30036,0.10354,36,12,True,all
emote,jaw,clean,combined,m.amp,True,0.02315,-0.0083118,0.058435,0.0765,0.27521,0.18182,0.36364,0.33995,0.10354,35,12,True,excl_fail
emote,jaw,clean,combined,m.amp,False,0.024491,-0.025606,0.087636,0.181,0.22678,0.4,0.4,0.32965,0.097825,15,5,True,lang:cn (descriptive)
emote,jaw,clean,combined,m.amp,False,0.017512,-0.022484,0.067492,0.272,0.31623,0.33333,0.33333,0.30954,0.10926,9,3,True,lang:en (descriptive)
emote,jaw,clean,combined,m.amp,False,0.016013,-0.034813,0.066838,0.323,0.088697,-0.125,0.25,0.25655,0.10085,12,4,True,lang:jp (descriptive)
emote,jaw,clean,combined,m.vel_rms,False,0.0059177,-0.02664,0.03467,0.328,0.19977,0.20833,0.41667,0.10156,0.064453,36,12,True,all
emote,jaw,clean,combined,m.vel_rms,True,0.0073064,-0.027312,0.037196,0.3015,0.217,0.31818,0.45455,0.12166,0.064453,35,12,True,excl_fail
emote,jaw,clean,combined,m.event_rate,False,0.015166,-0.068796,0.090312,0.353,0.16265,0.34151,0,0.089343,0,36,12,False,all
emote,jaw,clean,combined,m.event_rate,True,0.016177,-0.073395,0.096081,0.353,0.16719,0.34151,0,0.092273,0,35,12,False,excl_fail
emote,jaw,clean,register,m.amp,False,-0.0066933,-0.021175,0.0069063,0.831,-0.12613,-0.20833,0.083333,-0.21752,0.084828,36,12,True,all
emote,jaw,clean,register,m.amp,False,-0.0086903,-0.036231,0.010712,0.744,-0.12857,0,0,-0.25808,0.098173,15,5,True,lang:cn (descriptive)
emote,jaw,clean,register,m.amp,False,-0.0063075,-0.014407,-0.0016546,1,-0.45,-0.5,0,-0.44763,0.058754,9,3,True,lang:en (descriptive)
emote,jaw,clean,register,m.amp,False,-0.0044995,-0.026072,0.027915,0.633,0.12587,-0.25,0.25,-0.12641,0.13634,12,4,True,lang:jp (descriptive)
emote,jaw,clean,register,m.vel_rms,False,0.0023859,-0.012888,0.016356,0.3585,0.14801,0.16667,0.16667,0.074893,0.097838,36,12,True,all
emote,jaw,clean,register,m.event_rate,False,-0.0050048,-0.034584,0.015705,0.642,0.068586,0.17321,0,-0.059025,0,36,12,False,all
emote,jaw,clean,rate,m.amp,False,0.03284,-0.46779,0.5345,0.465,0.012039,,,0.036286,0.061744,24,12,True,all
emote,jaw,clean,rate,m.amp,False,0.087388,-0.72371,0.88291,0.389,0.17408,,,0.090542,0.071454,10,5,True,lang:cn (descriptive)
emote,jaw,clean,rate,m.amp,False,0.032244,-0.89629,1.8296,0.277,0.09759,,,0.025358,0.090112,6,3,True,lang:en (descriptive)
emote,jaw,clean,rate,m.amp,False,-0.034899,-0.3221,0.18975,0.571,0.10911,,,-0.12324,0.016399,8,4,True,lang:jp (descriptive)
emote,jaw,clean,rate,m.vel_rms,False,0.63767,-0.15439,1.5723,0.0655,0.26485,,,0.39035,0.090026,24,12,True,all
emote,jaw,clean,rate,m.event_rate,False,2.8021,1.0762,4.9072,0,0.74346,,,0.63611,0.14286,24,12,False,all
emote,jaw,noise,span,m.amp,False,0.023229,-0.017358,0.067008,0.1405,0.17705,0.125,0.083333,0.18177,0.097104,60,12,True,all
emote,jaw,noise,span,m.amp,True,0.02209,-0.019274,0.067066,0.159,0.16971,0.125,0.083333,0.19046,0.085171,58,12,True,excl_fail
emote,jaw,noise,span,m.amp,False,0.023276,-0.039224,0.10525,0.253,0.085385,0.08,0.2,0.17032,0.13929,25,5,True,lang:cn (descriptive)
emote,jaw,noise,span,m.amp,False,-0.027133,-0.079624,0.044017,0.746,-0.24286,-0.36667,0,-0.21263,0.084867,15,3,True,lang:en (descriptive)
emote,jaw,noise,span,m.amp,False,0.062946,-0.0034059,0.11943,0.031,0.58797,0.55,0,0.53244,0.084292,20,4,True,lang:jp (descriptive)
emote,jaw,noise,span,m.vel_rms,False,0.032587,0.0036562,0.065653,0.0115,0.28152,0.23333,0,0.33374,0.087634,60,12,True,all
emote,jaw,noise,span,m.vel_rms,True,0.032227,0.0025324,0.065905,0.0145,0.27435,0.23333,0,0.32982,0.087436,58,12,True,excl_fail
emote,jaw,noise,span,m.event_rate,False,0.15821,0.04143,0.28738,0.004,0.29897,0.40832,0,0.27406,0.29166,60,12,False,all
emote,jaw,noise,span,m.event_rate,True,0.16254,0.043327,0.29135,0.004,0.29342,0.40832,0,0.27779,0.29166,58,12,False,excl_fail
emote,jaw,noise,span_pyin,m.amp,False,0.0040323,-0.015271,0.072834,0.3625,0.1357,0.10833,0.083333,0.043028,0.097104,60,12,True,all
emote,jaw,noise,span_pyin,m.amp,True,0.0034489,-0.016034,0.073468,0.381,0.13649,0.125,0.083333,0.040817,0.085171,58,12,True,excl_fail
emote,jaw,noise,span_pyin,m.amp,False,0.027107,-0.049246,0.14133,0.292,0.14615,0.08,0.2,0.16296,0.13929,25,5,True,lang:cn (descriptive)
emote,jaw,noise,span_pyin,m.amp,False,-0.017116,-0.06329,0.040388,0.954,-0.35714,-0.43333,0,-0.28493,0.084867,15,3,True,lang:en (descriptive)
