participant,listener_group,in_primary,block,trial_index,is_practice,is_catch,revision,stimulus_file,stim_language,voice_id,voice_emotion,presentation,cue_manip,voice_arm,widget,n_afc,chosen_side,response_emotion,intensity,naturalness,confidence,rt_ms,n_replays,focus_lost,focus_hidden,correct,catch_correct
P21,en,1,voice_only,80,0,0,0,v6_voice_5daeb1533f_1.mp4,en,rav04,hap,voice_only,voice:strong,voice_check,buttons,7,,hap,7,,,1144,0,0,0,1,
P22,en,1,single,0,0,0,0,v6_single_802ffa53c5_1.mp4,en,rav20,fear,AV,,,buttons,7,,fear,4,3,,3509,0,0,0,1,
P22,en,1,single,1,0,0,0,v6_single_24bf624e7d_2.mp4,en,rav16,hap,AV,,,buttons,7,,hap,5,6,,3019,0,0,0,1,
P22,en,1,single,2,0,0,0,v6_single_a721e1869f_3.mp4,en,rav18,dis,AV,,,buttons,7,,fear,4,2,,1939,0,0,0,0,
P22,en,1,single,3,0,0,0,v6_single_739783e84d_1.mp4,en,rav10,fear,AV,,,buttons,7,,fear,5,5,,1007,0,0,0,1,
P22,en,1,single,4,0,0,0,v6_single_76ee15a092_2.mp4,en,rav04,hap,AV,,,buttons,7,,hap,5,4,,2423,0,0,0,1,
P22,en,1,single,5,0,0,0,v6_single_7b8afe562a_3.mp4,en,rav06,ang,AV,,,buttons,7,,ang,6,3,,1262,0,0,0,1,
P22,en,1,practice,6,1,0,0,v6_practice_cd0abf6ffd_2.mp4,en,rav22,ang,AV_pair,L:H|R:E,practice:H_vs_E@strong,buttons,7,same,S0,,,,5682,0,0,0,,
P22,en,1,practice,7,1,0,0,v6_practice_85af89ed95_1.mp4,en,rav10,hap,AV_pair,L:E|R:H,practice:H_vs_E@strong,buttons,7,left,L2,,,,1348,0,0,0,,
P22,en,1,pair,8,0,0,0,v6_pair_8073668068_2.mp4,en,rav02,dis,AV_pair,L:H|R:R,H_vs_R@strong,buttons,7,same,S0,,,,1049,0,0,0,,
P22,en,1,pair,9,0,0,0,v6_pair_1fc4717f31_2.mp4,en,rav16,hap,AV_pair,L:H|R:E,H_vs_E@normal,buttons,7,right,R2,,,,3598,0,0,0,,
P22,en,1,pair,10,0,0,0,v6_pair_13ae59e46d_1.mp4,en,rav02,dis,AV_pair,L:E|R:H,H_vs_E@strong,buttons,7,right,R1,,,,1515,0,0,0,,
P22,en,1,pair,11,0,0,0,v6_pair_3b7f4443aa_2.mp4,en,rav12,fear,AV_pair,L:H|R:E,H_vs_E@normal,buttons,7,right,R3,,,,1077,0,0,0,,
P22,en,1,pair,12,0,0,0,v6_pair_4a472014db_1.mp4,en,rav06,ang,AV_pair,L:E|R:H,H_vs_E@strong,buttons,7,left,L1,,,,1908,0,0,0,,
P22,en,1,pair,13,0,0,0,v6_pair_93629a9394_2.mp4,en,rav06,ang,AV_pair,L:H|R:R,H_vs_R@strong,buttons,7,left,L1,,,,1426,0,0,0,,
P22,en,1,pair,14,0,0,0,v6_pair_db8f08e27f_1.mp4,en,rav10,fear,AV_pair,L:E|R:H,H_vs_E@normal,buttons,7,right,R1,,,,1188,0,0,0,,
P22,en,1,pair,15,0,0,0,v6_pair_69a37819e2_1.mp4,en,rav10,fear,AV_pair,L:E|R:H,H_vs_E@strong,buttons,7,left,L3,,,,1568,0,0,0,,
P22,en,1,pair,16,0,0,0,v6_pair_58bfd0c96b_2.mp4,en,rav24,dis,AV_pair,L:H|R:R,H_vs_R@strong,buttons,7,right,R1,,,,2668,0,0,0,,
P22,en,1,pair,17,0,0,0,v6_pair_5adfe6a4bd_2.mp4,en,rav20,fear,AV_pair,L:H|R:E,H_vs_E@normal,buttons,7,left,L2,,,,1138,0,0,0,,
P22,en,1,pair,18,0,0,0,v6_pair_a97dec2f4e_2.mp4,en,rav14,hap,AV_pair,L:H|R:R,H_vs_R@strong,buttons,7,same,S0,,,,1077,0,0,0,,
P22,en,1,pair,19,0,0,0,v6_pair_53e6c4770b_1.mp4,en,rav14,hap,AV_pair,L:E|R:H,H_vs_E@strong,buttons,7,same,S0,,,,1014,0,0,0,,
P22,en,1,pair,20,0,0,0,v6_pair_0a26430948_2.mp4,en,rav04,hap,AV_pair,L:H|R:E,H_vs_E@normal,buttons,7,left,L3,,,,1046,0,0,0,,
P22,en,1,pair,21,0,0,0,v6_pair_7ef69736a7_2.mp4,en,rav18,dis,AV_pair,L:H|R:R,H_vs_R@strong,buttons,7,right,R1,,,,978,0,0,0,,
P22,en,1,pair,22,0,0,0,v6_pair_33e30e2c1d_1.mp4,en,rav02,dis,AV_pair,L:E|R:H,H_vs_E@normal,buttons,7,same,S0,,,,69428,0,0,0,,
P22,en,1,pair,23,0,0,0,v6_pair_0c7d060d5f_1.mp4,en,rav24,dis,AV_pair,L:E|R:H,H_vs_E@strong,buttons,7,right,R1,,,,1413,0,0,0,,
P22,en,1,pair,24,0,0,0,v6_pair_d3f0adc106_2.mp4,en,rav10,fear,AV_pair,L:H|R:R,H_vs_R@strong,buttons,7,same,S0,,,,87773,0,0,0,,
P22,en,1,pair,25,0,0,0,v6_pair_f5403c44bd_1.mp4,en,rav16,hap,AV_pair,L:R|R:H,H_vs_R@strong,buttons,7,right,R3,,,,1988,0,0,0,,
P22,en,1,pair,26,0,0,0,v6_pair_66fc12fdc8_1.mp4,en,rav14,hap,AV_pair,L:E|R:H,H_vs_E@normal,buttons,7,right,R1,,,,1326,0,0,0,,
P22,en,1,pair,27,0,0,0,v6_pair_7697f115bc_2.mp4,en,rav12,fear,AV_pair,L:H|R:E,H_vs_E@strong,buttons,7,left,L1,,,,2790,0,0,0,,
P22,en,1,pair,28,0,0,0,v6_pair_dc983160dd_1.mp4,en,rav02,ang,AV_pair,L:R|R:H,H_vs_R@strong,buttons,7,right,R1,,,,1694,0,0,0,,
P22,en,1,pair,29,0,0,0,v6_pair_97e6c7f1ce_1.mp4,en,rav18,dis,AV_pair,L:E|R:H,H_vs_E@normal,buttons,7,left,L1,,,,1617,0,0,0,,
P22,en,1,pair,30,0,0,0,v6_pair_c12bac8692_2.mp4,en,rav08,ang,AV_pair,L:H|R:E,H_vs_E@strong,buttons,7,right,R3,,,,1873,0,0,0,,
P22,en,1,pair,31,0,0,0,v6_pair_fb8e3dd060_2.mp4,en,rav08,ang,AV_pair,L:H|R:E,H_vs_E@normal,buttons,7,left,L3,,,,1584,0,0,0,,
P22,en,1,pair,32,0,0,0,v6_pair_faec1498b7_1.mp4,en,rav08,ang,AV_pair,L:R|R:H,H_vs_R@strong,buttons,7,same,S0,,,,1932,0,0,0,,
P22,en,1,pair,33,0,0,0,v6_pair_23d7c570a2_2.mp4,en,rav04,hap,AV_pair,L:H|R:E,H_vs_E@strong,buttons,7,right,R1,,,,1292,0,0,0,,
P22,en,1,pair,34,0,0,0,v6_pair_5caed2de25_1.mp4,en,rav06,ang,AV_pair,L:E|R:H,H_vs_E@normal,buttons,7,right,R2,,,,1110,0,0,0,,
P22,en,1,pair,35,0,0,0,v6_pair_e86b22f765_1.mp4,en,rav24,dis,AV_pair,L:E|R:H,H_vs_E@normal,buttons,7,right,R2,,,,1675,0,0,0,,
P22,en,1,pair,36,0,0,0,v6_pair_3961b3142e_2.mp4,en,rav20,fear,AV_pair,L:H|R:E,H_vs_E@strong,buttons,7,same,S0,,,,1034,0,0,0,,
P22,en,1,pair,37,0,0,0,v6_pair_6f570415b8_1.mp4,en,rav12,fear,AV_pair,L:R|R:H,H_vs_R@strong,buttons,7,left,L1,,,,1298,0,0,0,,
P22,en,1,pair,38,0,0,0,v6_pair_e5c0cf4a07_1.mp4,en,rav04,hap,AV_pair,L:R|R:H,H_vs_R@strong,buttons,7,same,S0,,,,37708,0,0,0,,
P22,en,1,pair,39,0,0,0,v6_pair_0c8482b715_2.mp4,en,rav02,ang,AV_pair,L:H|R:E,H_vs_E@normal,buttons,7,right,R3,,,,1470,0,0,0,,
P22,en,1,pair,40,0,0,0,v6_pair_87b373e751_2.mp4,en,rav16,hap,AV_pair,L:H|R:E,H_vs_E@strong,buttons,7,right,R2,,,,1241,0,0,0,,
P22,en,1,pair_catch,41,0,1,0,v6_catch_6f7a8a44b1_2.mp4,en,rav10,hap,AV_pair,L:still|R:H,correct:right,buttons,2,right,right,,,,3146,0,0,0,1,1
P22,en,1,pair,42,0,0,0,v6_pair_417168a67a_1.mp4,en,rav20,fear,AV_pair,L:R|R:H,H_vs_R@strong,buttons,7,right,R2,,,,1120,0,0,0,,
P22,en,1,pair,43,0,0,0,v6_pair_c38e9eb491_1.mp4,en,rav18,dis,AV_pair,L:E|R:H,H_vs_E@strong,buttons,7,same,S0,,,,3525,0,0,0,,
P22,en,1,pair,44,0,0,0,v6_pair_d81bffa4be_2.mp4,en,rav02,ang,AV_pair,L:H|R:E,H_vs_E@strong,buttons,7,left,L2,,,,1294,0,0,0,,
P22,en,1,pair_ml,45,0,0,0,v6_pair_ml_afa28cd8ae_1.mp4,jp,jp_hap_short_sentence,hap,AV_pair,L:E|R:L,L_vs_E@jp,buttons,7,left,L1,,,,1487,0,0,0,,
P22,en,1,pair_ml,46,0,0,0,v6_pair_ml_c4711cd80a_1.mp4,cn,0002_000488,ang,AV_pair,L:Lrev|R:L,L_vs_Lrev@cn,buttons,7,right,R1,,,,1282,0,0,0,,
P22,en,1,pair_ml,47,0,0,0,v6_pair_ml_f26827db2f_2.mp4,en,en_hap_short_sentence,hap,AV_pair,L:L|R:E,L_vs_E@en,buttons,7,right,R2,,,,1429,0,0,0,,
P22,en,1,pair_ml,48,0,0,0,v6_pair_ml_d6dd46665d_1.mp4,cn,0002_001188,sad,AV_pair,L:Lrev|R:L,L_vs_Lrev@cn,buttons,7,left,L1,,,,1786,0,0,0,,
P22,en,1,pair_ml,49,0,0,0,v6_pair_ml_e5fa8f451a_2.mp4,en,en_ang_short_sentence,ang,AV_pair,L:L|R:Lrev,L_vs_Lrev@en,buttons,7,right,R1,,,,1347,0,0,0,,
P22,en,1,pair_ml,50,0,0,0,v6_pair_ml_c3519312c6_2.mp4,jp,jp_hap_short_sentence,hap,AV_pair,L:L|R:Lrev,L_vs_Lrev@jp,buttons,7,right,R2,,,,2416,0,0,0,,
P22,en,1,pair_ml,51,0,0,0,v6_pair_ml_44c920798b_1.mp4,en,en_ang_short_sentence,ang,AV_pair,L:E|R:L,L_vs_E@en,buttons,7,same,S0,,,,3772,0,0,0,,
P22,en,1,pair_ml,52,0,0,0,v6_pair_ml_9b2f256f7d_1.mp4,cn,0002_000838,hap,AV_pair,L:E|R:L,L_vs_E@cn,buttons,7,right,R1,,,,1224,0,0,0,,
P22,en,1,pair_ml,53,0,0,0,v6_pair_ml_4fc1e0e0d1_2.mp4,jp,jp_sad_short_sentence,sad,AV_pair,L:L|R:E,L_vs_E@jp,buttons,7,same,S0,,,,1055,0,0,0,,
P22,en,1,pair_ml,54,0,0,0,v6_pair_ml_a717ea56f4_2.mp4,cn,0002_000838,hap,AV_pair,L:L|R:Lrev,L_vs_Lrev@cn,buttons,7,right,R2,,,,1516,0,0,0,,
P22,en,1,pair_ml,55,0,0,0,v6_pair_ml_1780ae57a3_1.mp4,jp,jp_sad_short_sentence,sad,AV_pair,L:Lrev|R:L,L_vs_Lrev@jp,buttons,7,left,L2,,,,1816,0,0,0,,
P22,en,1,pair_ml,56,0,0,0,v6_pair_ml_97c8810aa2_1.mp4,en,en_hap_short_sentence,hap,AV_pair,L:Lrev|R:L,L_vs_Lrev@en,buttons,7,same,S0,,,,64471,0,0,0,,
P22,en,1,pair_ml,57,0,0,0,v6_pair_ml_d5ab099d51_2.mp4,cn,0002_001188,sad,AV_pair,L:L|R:E,L_vs_E@cn,buttons,7,left,L2,,,,1105,0,0,0,,
P22,en,1,pair_ml,58,0,0,0,v6_pair_ml_0bc71a1be9_1.mp4,jp,jp_ang_short_sentence,ang,AV_pair,L:Lrev|R:L,L_vs_Lrev@jp,buttons,7,right,R1,,,,1374,0,0,0,,
P22,en,1,pair_ml,59,0,0,0,v6_pair_ml_98df03baec_1.mp4,en,en_sad_short_sentence,sad,AV_pair,L:E|R:L,L_vs_E@en,buttons,7,same,S0,,,,1290,0,0,0,,
P22,en,1,pair_ml,60,0,0,0,v6_pair_ml_7e3e5bb20d_2.mp4,cn,0002_000488,ang,AV_pair,L:L|R:E,L_vs_E@cn,buttons,7,right,R2,,,,1399,0,0,0,,
P22,en,1,pair_ml,61,0,0,0,v6_pair_ml_506942a631_2.mp4,en,en_sad_short_sentence,sad,AV_pair,L:L|R:Lrev,L_vs_Lrev@en,buttons,7,left,L1,,,,1709,0,0,0,,
P22,en,1,pair_ml,62,0,0,0,v6_pair_ml_d921b78eb4_2.mp4,jp,jp_ang_short_sentence,ang,AV_pair,L:L|R:E,L_vs_E@jp,buttons,7,right,R1,,,,1709,0,0,0,,
P22,en,1,pair_mute,63,0,0,0,v6_pair_mute_39140f1f71_2.mp4,en,rav04,hap,AV_pair,L:H|R:E,mute:H_vs_E@strong,buttons,7,right,R1,,,,2185,0,0,0,,
P22,en,1,pair_mute,64,0,0,0,v6_pair_mute_3b6fa3b207_1.mp4,en,rav16,hap,AV_pair,L:E|R:H,mute:H_vs_E@strong,buttons,7,right,R2,,,,1008,0,0,0,,
P22,en,1,pair_mute,65,0,0,0,v6_pair_mute_250e7890e4_1.mp4,en,rav20,fear,AV_pair,L:E|R:H,mute:H_vs_E@strong,buttons,7,right,R1,,,,990,0,0,0,,
P22,en,1,pair_mute,66,0,0,0,v6_pair_mute_30ad4160ab_2.mp4,en,rav18,dis,AV_pair,L:H|R:E,mute:H_vs_E@strong,buttons,7,left,L1,,,,1606,0,0,0,,
P22,en,1,pair_mute,67,0,0,0,v6_pair_mute_555cc59e4b_2.mp4,en,rav10,fear,AV_pair,L:H|R:E,mute:H_vs_E@strong,buttons,7,right,R3,,,,1922,0,0,0,,
P22,en,1,pair_mute,68,0,0,0,v6_pair_mute_005d45f10b_1.mp4,en,rav06,ang,AV_pair,L:E|R:H,mute:H_vs_E@strong,buttons,7,same,S0,,,,103765,0,0,0,,
P22,en,1,voice_only,69,0,0,0,v6_voice_50a83a8476_1.mp4,en,rav18,dis,voice_only,voice:normal,voice_check,buttons,7,,neu,,,,6074,0,0,0,0,
P22,en,1,voice_only,70,0,0,0,v6_voice_08aabec890_1.mp4,en,rav06,ang,voice_only,voice:strong,voice_check,buttons,7,,ang,6,,,1193,0,0,0,1,
P22,en,1,voice_only,71,0,0,0,v6_voice_fb11565c01_1.mp4,en,rav20,fear,voice_only,voice:normal,voice_check,buttons,7,,sur,5,,,5175,0,0,0,0,
P22,en,1,voice_only,72,0,0,0,v6_voice_17e973c755_1.mp4,en,rav14,hap,voice_only,voice:strong,voice_check,buttons,7,,sad,5,,,3028,0,0,0,0,
P22,en,1,voice_only,73,0,0,0,v6_voice_7642129e05_1.mp4,en,rav12,fear,voice_only,voice:normal,voice_check,buttons,7,,hap,2,,,1921,0,0,0,0,
P22,en,1,voice_only,74,0,0,0,v6_voice_5daeb1533f_1.mp4,en,rav04,hap,voice_only,voice:strong,voice_check,buttons,7,,hap,6,,,3271,0,0,0,1,
P22,en,1,voice_only,75,0,0,0,v6_voice_a66c973128_1.mp4,en,rav06,ang,voice_only,voice:normal,voice_check,buttons,7,,neu,,,,911,0,0,0,0,
P22,en,1,voice_only,76,0,0,0,v6_voice_aaea5d0aab_1.mp4,en,rav12,fear,voice_only,voice:strong,voice_check,buttons,7,,neu,,,,51139,0,0,0,0,
P22,en,1,voice_only,77,0,0,0,v6_voice_214566cf57_1.mp4,en,rav14,hap,voice_only,voice:normal,voice_check,buttons,7,,hap,5,,,990,0,0,0,1,
P22,en,1,voice_only,78,0,0,0,v6_voice_b0cfac7f4c_1.mp4,en,rav18,dis,voice_only,voice:strong,voice_check,buttons,7,,dis,5,,,1307,0,0,0,1,
P22,en,1,voice_only,79,0,0,0,v6_voice_cd8f85d3b2_1.mp4,en,rav04,hap,voice_only,voice:normal,voice_check,buttons,7,,neu,,,,900,0,0,0,0,
P22,en,1,voice_only,80,0,0,0,v6_voice_70e2096718_1.mp4,en,rav20,fear,voice_only,voice:strong,voice_check,buttons,7,,fear,7,,,1173,0,0,0,1,
P23,en,1,single,0,0,0,0,v6_single_739783e84d_2.mp4,en,rav10,fear,AV,,,buttons,7,,fear,6,6,,2802,0,0,0,1,
P23,en,1,single,1,0,0,0,v6_single_24bf624e7d_3.mp4,en,rav16,hap,AV,,,buttons,7,,hap,4,5,,3822,0,0,0,1,
P23,en,1,single,2,0,0,0,v6_single_7b8afe562a_1.mp4,en,rav06,ang,AV,,,buttons,7,,ang,7,6,,1944,0,0,0,1,
P23,en,1,single,3,0,0,0,v6_single_76ee15a092_3.mp4,en,rav04,hap,AV,,,buttons,7,,sur,6,6,,2872,0,0,0,0,
P23,en,1,single,4,0,0,0,v6_single_802ffa53c5_2.mp4,en,rav20,fear,AV,,,buttons,7,,fear,6,6,,7872,0,0,0,1,
P23,en,1,single,5,0,0,0,v6_single_a721e1869f_1.mp4,en,rav18,dis,AV,,,buttons,7,,dis,5,3,,1259,0,0,0,1,
P23,en,1,practice,6,1,0,0,v6_practice_cd0abf6ffd_2.mp4,en,rav22,ang,AV_pair,L:H|R:E,practice:H_vs_E@strong,buttons,7,left,L2,,,,5729,0,0,0,,
P23,en,1,practice,7,1,0,0,v6_practice_85af89ed95_1.mp4,en,rav10,hap,AV_pair,L:E|R:H,practice:H_vs_E@strong,buttons,7,left,L2,,,,1404,0,0,0,,
P23,en,1,pair,8,0,0,0,v6_pair_69a37819e2_1.mp4,en,rav10,fear,AV_pair,L:E|R:H,H_vs_E@strong,buttons,7,left,L1,,,,1867,0,0,0,,
P23,en,1,pair,9,0,0,0,v6_pair_0c7d060d5f_1.mp4,en,rav24,dis,AV_pair,L:E|R:H,H_vs_E@strong,buttons,7,same,S0,,,,1669,0,0,0,,
P23,en,1,pair,10,0,0,0,v6_pair_d3f0adc106_2.mp4,en,rav10,fear,AV_pair,L:H|R:R,H_vs_R@strong,buttons,7,left,L1,,,,2353,0,0,0,,
P23,en,1,pair,11,0,0,0,v6_pair_0a26430948_2.mp4,en,rav04,hap,AV_pair,L:H|R:E,H_vs_E@normal,buttons,7,left,L3,,,,2503,0,0,0,,
P23,en,1,pair,12,0,0,0,v6_pair_c38e9eb491_1.mp4,en,rav18,dis,AV_pair,L:E|R:H,H_vs_E@strong,buttons,7,left,L1,,,,2742,0,0,0,,
P23,en,1,pair,13,0,0,0,v6_pair_5adfe6a4bd_2.mp4,en,rav20,fear,AV_pair,L:H|R:E,H_vs_E@normal,buttons,7,same,S0,,,,1428,0,0,0,,
P23,en,1,pair,14,0,0,0,v6_pair_e5c0cf4a07_1.mp4,en,rav04,hap,AV_pair,L:R|R:H,H_vs_R@strong,buttons,7,right,R1,,,,1577,0,0,0,,
P23,en,1,pair,15,0,0,0,v6_pair_87b373e751_2.mp4,en,rav16,hap,AV_pair,L:H|R:E,H_vs_E@strong,buttons,7,left,L1,,,,1389,0,0,0,,
P23,en,1,pair,16,0,0,0,v6_pair_db8f08e27f_1.mp4,en,rav10,fear,AV_pair,L:E|R:H,H_vs_E@normal,buttons,7,left,L2,,,,2077,0,0,0,,
P23,en,1,pair,17,0,0,0,v6_pair_f5403c44bd_1.mp4,en,rav16,hap,AV_pair,L:R|R:H,H_vs_R@strong,buttons,7,same,S0,,,,1753,0,0,0,,
P23,en,1,pair,18,0,0,0,v6_pair_33e30e2c1d_1.mp4,en,rav02,dis,AV_pair,L:E|R:H,H_vs_E@normal,buttons,7,right,R2,,,,1350,0,0,0,,
P23,en,1,pair,19,0,0,0,v6_pair_3961b3142e_2.mp4,en,rav20,fear,AV_pair,L:H|R:E,H_vs_E@strong,buttons,7,same,S0,,,,1397,0,0,0,,
P23,en,1,pair,20,0,0,0,v6_pair_417168a67a_1.mp4,en,rav20,fear,AV_pair,L:R|R:H,H_vs_R@strong,buttons,7,same,S0,,,,1901,0,0,0,,
P23,en,1,pair,21,0,0,0,v6_pair_6f570415b8_1.mp4,en,rav12,fear,AV_pair,L:R|R:H,H_vs_R@strong,buttons,7,right,R2,,,,1020,0,0,0,,
P23,en,1,pair,22,0,0,0,v6_pair_d81bffa4be_2.mp4,en,rav02,ang,AV_pair,L:H|R:E,H_vs_E@strong,buttons,7,left,L2,,,,1020,0,0,0,,
P23,en,1,pair,23,0,0,0,v6_pair_13ae59e46d_1.mp4,en,rav02,dis,AV_pair,L:E|R:H,H_vs_E@strong,buttons,7,right,R1,,,,1462,0,0,0,,
P23,en,1,pair,24,0,0,0,v6_pair_faec1498b7_1.mp4,en,rav08,ang,AV_pair,L:R|R:H,H_vs_R@strong,buttons,7,left,L3,,,,1234,0,0,0,,
P23,en,1,pair,25,0,0,0,v6_pair_66fc12fdc8_1.mp4,en,rav14,hap,AV_pair,L:E|R:H,H_vs_E@normal,buttons,7,right,R1,,,,1522,0,0,0,,
P23,en,1,pair,26,0,0,0,v6_pair_58bfd0c96b_2.mp4,en,rav24,dis,AV_pair,L:H|R:R,H_vs_R@strong,buttons,7,left,L2,,,,1698,0,0,0,,
P23,en,1,pair,27,0,0,0,v6_pair_3b7f4443aa_2.mp4,en,rav12,fear,AV_pair,L:H|R:E,H_vs_E@normal,buttons,7,left,L3,,,,1192,0,0,0,,
P23,en,1,pair,28,0,0,0,v6_pair_e86b22f765_1.mp4,en,rav24,dis,AV_pair,L:E|R:H,H_vs_E@normal,buttons,7,right,R1,,,,2265,0,0,0,,
P23,en,1,pair,29,0,0,0,v6_pair_dc983160dd_1.mp4,en,rav02,ang,AV_pair,L:R|R:H,H_vs_R@strong,buttons,7,right,R1,,,,1004,0,0,0,,
P23,en,1,pair,30,0,0,0,v6_pair_7ef69736a7_2.mp4,en,rav18,dis,AV_pair,L:H|R:R,H_vs_R@strong,buttons,7,left,L1,,,,1700,0,0,0,,
P23,en,1,pair,31,0,0,0,v6_pair_0c8482b715_2.mp4,en,rav02,ang,AV_pair,L:H|R:E,H_vs_E@normal,buttons,7,right,R1,,,,1510,0,0,0,,
P23,en,1,pair,32,0,0,0,v6_pair_53e6c4770b_1.mp4,en,rav14,hap,AV_pair,L:E|R:H,H_vs_E@strong,buttons,7,left,L2,,,,1258,0,0,0,,
P23,en,1,pair,33,0,0,0,v6_pair_1fc4717f31_2.mp4,en,rav16,hap,AV_pair,L:H|R:E,H_vs_E@normal,buttons,7,right,R1,,,,1718,0,0,0,,
P23,en,1,pair,34,0,0,0,v6_pair_c12bac8692_2.mp4,en,rav08,ang,AV_pair,L:H|R:E,H_vs_E@strong,buttons,7,left,L3,,,,1342,0,0,0,,
P23,en,1,pair,35,0,0,0,v6_pair_5caed2de25_1.mp4,en,rav06,ang,AV_pair,L:E|R:H,H_vs_E@normal,buttons,7,left,L1,,,,2048,0,0,0,,
P23,en,1,pair,36,0,0,0,v6_pair_7697f115bc_2.mp4,en,rav12,fear,AV_pair,L:H|R:E,H_vs_E@strong,buttons,7,left,L2,,,,902,0,0,0,,
P23,en,1,pair,37,0,0,0,v6_pair_97e6c7f1ce_1.mp4,en,rav18,dis,AV_pair,L:E|R:H,H_vs_E@normal,buttons,7,right,R2,,,,1088,0,0,0,,
P23,en,1,pair_catch,38,0,1,0,v6_catch_6f7a8a44b1_2.mp4,en,rav10,hap,AV_pair,L:still|R:H,correct:right,buttons,2,right,right,,,,2301,0,0,0,1,1
P23,en,1,pair,39,0,0,0,v6_pair_23d7c570a2_2.mp4,en,rav04,hap,AV_pair,L:H|R:E,H_vs_E@strong,buttons,7,left,L1,,,,2107,0,0,0,,
P23,en,1,pair,40,0,0,0,v6_pair_8073668068_2.mp4,en,rav02,dis,AV_pair,L:H|R:R,H_vs_R@strong,buttons,7,left,L2,,,,1048,0,0,0,,
P23,en,1,pair,41,0,0,0,v6_pair_fb8e3dd060_2.mp4,en,rav08,ang,AV_pair,L:H|R:E,H_vs_E@normal,buttons,7,right,R1,,,,2166,0,0,0,,
P23,en,1,pair,42,0,0,0,v6_pair_93629a9394_2.mp4,en,rav06,ang,AV_pair,L:H|R:R,H_vs_R@strong,buttons,7,left,L1,,,,4162,0,0,0,,
P23,en,1,pair,43,0,0,0,v6_pair_a97dec2f4e_2.mp4,en,rav14,hap,AV_pair,L:H|R:R,H_vs_R@strong,buttons,7,left,L2,,,,1693,0,0,0,,
P23,en,1,pair,44,0,0,0,v6_pair_4a472014db_1.mp4,en,rav06,ang,AV_pair,L:E|R:H,H_vs_E@strong,buttons,7,right,R1,,,,1919,0,0,0,,
P23,en,1,pair_ml,45,0,0,0,v6_pair_ml_506942a631_2.mp4,en,en_sad_short_sentence,sad,AV_pair,L:L|R:Lrev,L_vs_Lrev@en,buttons,7,same,S0,,,,6426,0,0,0,,
P23,en,1,pair_ml,46,0,0,0,v6_pair_ml_0bc71a1be9_1.mp4,jp,jp_ang_short_sentence,ang,AV_pair,L:Lrev|R:L,L_vs_Lrev@jp,buttons,7,right,R1,,,,1542,1,0,0,,
P23,en,1,pair_ml,47,0,0,0,v6_pair_ml_d6dd46665d_1.mp4,cn,0002_001188,sad,AV_pair,L:Lrev|R:L,L_vs_Lrev@cn,buttons,7,left,L2,,,,1628,0,0,0,,
P23,en,1,pair_ml,48,0,0,0,v6_pair_ml_97c8810aa2_1.mp4,en,en_hap_short_sentence,hap,AV_pair,L:Lrev|R:L,L_vs_Lrev@en,buttons,7,left,L3,,,,1161,1,0,0,,
P23,en,1,pair_ml,49,0,0,0,v6_pair_ml_4fc1e0e0d1_2.mp4,jp,jp_sad_short_sentence,sad,AV_pair,L:L|R:E,L_vs_E@jp,buttons,7,left,L1,,,,1811,0,0,0,,
P23,en,1,pair_ml,50,0,0,0,v6_pair_ml_44c920798b_1.mp4,en,en_ang_short_sentence,ang,AV_pair,L:E|R:L,L_vs_E@en,buttons,7,left,L1,,,,2431,1,0,0,,
P23,en,1,pair_ml,51,0,0,0,v6_pair_ml_9b2f256f7d_1.mp4,cn,0002_000838,hap,AV_pair,L:E|R:L,L_vs_E@cn,buttons,7,left,L1,,,,1488,0,0,0,,
P23,en,1,pair_ml,52,0,0,0,v6_pair_ml_98df03baec_1.mp4,en,en_sad_short_sentence,sad,AV_pair,L:E|R:L,L_vs_E@en,buttons,7,right,R1,,,,1387,1,0,0,,
P23,en,1,pair_ml,53,0,0,0,v6_pair_ml_7e3e5bb20d_2.mp4,cn,0002_000488,ang,AV_pair,L:L|R:E,L_vs_E@cn,buttons,7,right,R1,,,,1660,0,0,0,,
P23,en,1,pair_ml,54,0,0,0,v6_pair_ml_1780ae57a3_1.mp4,jp,jp_sad_short_sentence,sad,AV_pair,L:Lrev|R:L,L_vs_Lrev@jp,buttons,7,left,L1,,,,1190,0,0,0,,
P23,en,1,pair_ml,55,0,0,0,v6_pair_ml_f26827db2f_2.mp4,en,en_hap_short_sentence,hap,AV_pair,L:L|R:E,L_vs_E@en,buttons,7,same,S0,,,,1713,0,0,0,,
P23,en,1,pair_ml,56,0,0,0,v6_pair_ml_d921b78eb4_2.mp4,jp,jp_ang_short_sentence,ang,AV_pair,L:L|R:E,L_vs_E@jp,buttons,7,left,L2,,,,1604,0,0,0,,
P23,en,1,pair_ml,57,0,0,0,v6_pair_ml_a717ea56f4_2.mp4,cn,0002_000838,hap,AV_pair,L:L|R:Lrev,L_vs_Lrev@cn,buttons,7,left,L2,,,,1095,0,0,0,,
P23,en,1,pair_ml,58,0,0,0,v6_pair_ml_e5fa8f451a_2.mp4,en,en_ang_short_sentence,ang,AV_pair,L:L|R:Lrev,L_vs_Lrev@en,buttons,7,right,R2,,,,1329,0,0,0,,
P23,en,1,pair_ml,59,0,0,0,v6_pair_ml_c3519312c6_2.mp4,jp,jp_hap_short_sentence,hap,AV_pair,L:L|R:Lrev,L_vs_Lrev@jp,buttons,7,right,R1,,,,1441,0,0,0,,
